ID	Name	metabID
MAR08647	Beta Glucan-Glycocholate Complex	MAM03595
MAR08649	Beta Glucan-Taurocholic Acid Complex	MAM03604
MAR08650	Beta Glucan-Taurodeoxycholic Acid Complex	MAM03605
MAR08701	Glycyl-Glycine	MAM03621
MAR08705	Glycylsarcosine	MAM03631
MAR08707	Gums	MAM03638
MAR08708	Guar Gum-Deoxyxholic Acid Complex	MAM03639
MAR08832	Guar Gum-Glycocholate Complex	MAM03640
MAR08916	Guar Gum-Taurocholic Acid Complex	MAM03641
MAR08948	Leucyl-Glycine	MAM03714
MAR08949	Leucylleucine	MAM03715
MAR08950	Pectin	MAM03851
MAR08951	Pectin-Deoxycholic Acid Complex	MAM03852
MAR08952	Pectin-Glycocholate Complex	MAM03853
MAR08953	Pectin-Taurocholic Acid Complex	MAM03854
MAR08954	Psyllium	MAM03907
MAR08955	Psillium-Glycocholic Acid Complex	MAM03908
MAR08956	Psyllium-Taurocholic Acid Complex	MAM03909
MAR08957	Psyllium-Taurodeoxycholic Acid Complex	MAM03910
MAR08958	S-Sulfo-L-Cysteine	MAM03933
MAR08959	taurodeoxycholate	MAM02964
MAR08960	cysteamine	MAM01627
MAR08961	dephospho-CoA	MAM01674
MAR08962	FMN	MAM01828
MAR08963	hypotaurine	MAM02157
MAR08964	phosphopantetheine	MAM02741
MAR08965	pantetheine	MAM02679
MAR08966	ubiquinone	MAM03103
MAR08967	ubiquinol	MAM03102
MAR09010	4-hydroxyphenylpyruvate	MAM01005
MAR09011	3-methyl-2-oxobutyrate	MAM00824
MAR09012	2-oxo-3-methylvalerate	MAM00669
MAR09013	4-methyl-2-oxopentanoate	MAM01013
MAR09021	5-methylthioadenosine	MAM01116
MAR09025	5-oxoproline	MAM01127
MAR09026	SAH	MAM02871
MAR09027	AICAR	MAM01304
MAR09028	anthranilate	MAM01342
MAR09029	N-carbamoyl-L-aspartate	MAM02559
MAR09842	2-phospho-D-glycerate	MAM00674
MAR09843	5-hydroxyindoleacetate	MAM01103
MAR09844	3-ureidopropionate	MAM00923
MAR09845	phosphocholine	MAM02738
MAR09846	L-cystathionine	MAM02349
MAR09847	dCMP	MAM01644
MAR09848	dimethylglycine	MAM01708
MAR09849	ethanolamine-phosphate	MAM01798
MAR09850	sn-glycerol-3-PC	MAM02912
MAR09851	glyceraldehyde	MAM01981
MAR09852	guanidinoacetate	MAM02036
MAR09853	homocysteine	MAM02133
MAR09854	isocitrate	MAM02183
MAR09855	4-hydroxy-2-quinolinecarboxylic acid	MAM00990
MAR09856	L-2-aminoadipate	MAM02322
MAR09857	kynurenine	MAM02319
MAR09858	PEP	MAM02696
MAR09859	quinolinate	MAM02822
MAR09860	xanthosine-5-phosphate	MAM03150
MAR09861	xanthosine	MAM03149
MAR09862	3-phospho-D-glycerate	MAM00913
MAR09863	3-hydroxyanthranilate	MAM00775
MAR09864	UDP-glucuronate	MAM03109
MAR09865	3-hydroxy-L-kynurenine	MAM00788
MAR09866	nicotinate ribonucleotide	MAM02585
MAR09867	orotidine-5-phosphate	MAM02660
MAR09868	sn-glycerol-3-phosphate	MAM02914
MAR09919	argininosuccinate	MAM01366
MAR09920	O-acetylcarnitine	MAM02634
MAR09921	O-propanoylcarnitine	MAM02657
MAR09922	(6Z,9Z)-octadecadienoylcarnitine	MAM00105
MAR09923	octadecenoylcarnitine(5)	MAM02639
MAR09924	stearoylcarnitine	MAM02940
MAR09925	L-palmitoylcarnitine	MAM02411
MAR09926	palmitoleoyl-carnitine	MAM02676
MAR09956	3-Methyl-Thio-Propionate	MAM03248
MAR10145	8,9-EET	MAM01209
MAR10179	12(S)-HPETE	MAM00309
MAR10180	15(S)-HPETE	MAM00380
MAR10181	15-Keto-Prostaglandin F2A	MAM01892
MAR10182	21-hydroxypregnenolone	MAM00605
MAR10183	2-oxoadipate	MAM00670
MAR10184	4-hydroxyphenyllactate	MAM01004
MAR10185	3-hydroxyisobutyrate	MAM00784
MAR10186	hydracrylate	MAM02142
MAR10187	3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide	MAM03234
MAR10188	3-Methylhistidine	MAM03247
MAR10189	3-ureidoisobutyrate	MAM00922
MAR10190	4-acetamidobutanoate	MAM00952
MAR10191	gamma-butyrobetaine	MAM01922
MAR10192	dihydrothymine	MAM01705
MAR10193	5,6-Dihydrouracil	MAM01052
MAR10194	5(S)-HPETE	MAM01042
MAR10195	provitamin D3	MAM02805
MAR10196	Acetyl-Glycine	MAM03397
MAR10197	Acetyl-L-Lysine	MAM03401
MAR10198	N-acetylornithine	MAM02546
MAR10199	Acetyl-Threonine	MAM03406
MAR10200	Adipic Acid	MAM03408
MAR10201	2-Hydroxyadipic Acid	MAM03410
MAR10202	SAM	MAM02877
MAR10203	19-Hydroxyandrost-4-Ene-3,17-Dione	MAM03433
MAR10205	biliverdin	MAM01399
MAR10206	(S)-2-aminobutanoate	MAM00169
MAR10207	N-acetylmethionine	MAM02540
MAR10208	13(S)-HPODE	MAM00337
MAR10209	5(S)-HETE	MAM01040
MAR10210	prostaglandin J2	MAM02796
MAR10211	lipoxin A4	MAM02395
MAR10212	lipoxin B4	MAM02396
MAR10213	anandamide	MAM01335
MAR10214	5,6-EET	MAM01054
MAR10215	11,12-EET	MAM00279
MAR10216	14,15-EET	MAM00366
MAR10217	9(10)-EpOME	MAM01216
MAR10218	12(13)-EpOME	MAM00305
MAR10219	6-oxo-prostaglandin F1alpha	MAM01168
MAR10222	N-acetyl-L-alanine	MAM02530
MAR10223	N-acetyl-L-asparagine	MAM02531
MAR10224	beta-hydroxy-beta-methylbutyrate	MAM01392
MAR10225	3-O-methyldopa	MAM00830
MAR10226	6-trans-LTB4	MAM01172
MAR10227	15(S)-HETrE	MAM00378
MAR10228	Cis,Cis-11,14-Eicosadienoic Acid	MAM03569
MAR10229	15-deoxy-PGD2	MAM00384
MAR10230	androsterone sulfate	MAM01337
MAR10231	5,12,20-TriHETE	MAM01047
MAR10232	15(S)-HEPE	MAM00376
MAR10233	leukotriene B5	MAM02365
MAR10234	14,15-DiHETE	MAM00365
MAR10235	cortisone	MAM01616
MAR10240	Dodecanedioic Acid	MAM03562
MAR10241	(9E)-octadecenoylcarnitine	MAM00126
MAR10242	N-formimino-L-glutamate	MAM02574
MAR10243	methylmalonate	MAM02479
MAR10246	Hexadecanediocacid	MAM03654
MAR10247	homogentisate	MAM02135
MAR10248	homocarnosine	MAM02132
MAR10249	Homocitrulline	MAM03681
MAR10250	hexanoyl-CoA	MAM02122
MAR10251	20-COOH-LTB4	MAM00585
MAR10252	20-OH-LTB4	MAM00599
MAR10254	linoleic-carnitine	MAM02388
MAR10255	L-pipecolate	MAM02413
MAR10256	lathosterol	MAM02343
MAR10262	(R)-mevalonate	MAM00167
MAR10263	inositol-1-phosphate	MAM02173
MAR10264	N-acetyl-L-aspartate	MAM02532
MAR10265	N-(omega)-hydroxyarginine	MAM02497
MAR10301	L-hydroxylysine	MAM02381
MAR10320	saccharopine	MAM02868
MAR10321	Sebacicacid	MAM03923
MAR10339	Suberic Acid	MAM03954
MAR10340	Cia-5,8, Tetradecadienoic Acid	MAM03976
MAR10342	threonate	MAM02992
MAR10343	N6,N6,N6-trimethyl-L-lysine	MAM02517
MAR10345	tetradecenoylcarnitine(5)	MAM02974
MAR10346	thromboxane B2	MAM02995
MAR10347	urocanate	MAM03124
MAR10348	10-HETE	MAM00270
MAR10349	1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)	MAM04075
MAR10350	1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)	MAM04076
MAR10351	1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)	MAM04077
MAR10352	Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)	MAM04078
MAR10353	1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)	MAM04079
MAR10354	Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)	MAM04080
MAR10415	Acetyl Isoleucine (Chemspider Id: 9964364)	MAM03399
MAR10419	N-Acetylleucine	MAM03400
MAR10422	Acetylhomoserine	MAM03398
MAR10424	Phenylacetylglycine_phacgly	MAM03862
MAR10426	3-(3-Hydroxy-Phenyl)Propionate	MAM03232
MAR10427	3-methoxytyramine	MAM00821
MAR10428	5-aminolevulinate	MAM01074
MAR10429	D-Arabitol	MAM03396
MAR10430	N-acetyl-L-glutamate	MAM02536
MAR10431	allantoin	MAM01313
MAR10432	cis-gondoic acid	MAM01584
MAR10434	lauric acid	MAM02344
MAR10435	Glycerol 2-Phosphate	MAM03619
MAR10436	glycolate	MAM01998
MAR10437	L-cysteate	MAM02350
MAR10438	OAA	MAM02633
MAR10439	phenylacetate	MAM02720
MAR10440	Phenyllactate	MAM03882
MAR10441	3-phosphoserine	MAM00916
MAR10442	(9E)-tetradecenoic acid	MAM00128
MAR10474	hippurate	MAM02123
MAR10475	benzoate	MAM01380
MAR10476	P-Cresol	MAM03836
MAR10477	P-Cresol Sulfate	MAM03837
MAR10490	normetanephrine	MAM02622
MAR10491	16alpha-hydroxyestrone	MAM00400
MAR10492	retinal	MAM02832
MAR10493	maltotetraose	MAM02451
MAR10494	L-Prolinylglycine	MAM03896
MAR10495	dihydrobiopterin	MAM01698
MAR10496	tetrahydrobiopterin	MAM02978
MAR10497	Alanyl-Arginyl-Cysteine	MAM03411
MAR10498	Alanyl-Arginyl-Glycine	MAM03412
MAR10499	Alanyl-Asparaginyl-Leucine	MAM03413
MAR10500	Alanyl-Glycyl-Lysine	MAM03414
MAR10501	Alanyl-Histidyl-Alanine	MAM03415
MAR10502	Alanyl-Lysine-Threonine	MAM03416
MAR10503	Arginyl-Alanyl-Alanine	MAM03435
MAR10504	Arginyl-Alanine-Phenylalanine	MAM03436
MAR10505	Arginyl-Alanyl-Threonine	MAM03437
MAR10506	Arginyl-Arginine	MAM03438
MAR10507	Arginyl-Arginyl-Lysine	MAM03439
MAR10508	Arginyl-Arginyl-Metheonine	MAM03440
MAR10509	Arginyl-Cystinyl-Glycine	MAM03441
MAR10510	Arginyl-Cystinyl-Serine	MAM03442
MAR10511	Arginyl-Glutamyl-Glutamate	MAM03443
MAR10512	Arginyl-Glutamyl-Proline	MAM03444
MAR10513	Arginyl-Glycyl-Glycine	MAM03445
MAR10514	Arginyl-Histidyl-Threonine	MAM03446
MAR10515	Arginyl-Leucyl-Phenylalanine	MAM03447
MAR10516	Arginyl-Lysyl-Aspartate	MAM03448
MAR10517	Arginyl-Phenylalanine-Arginine	MAM03449
MAR10518	Arginyl-Prolyl-Methionine	MAM03450
MAR10519	Arginyl-Prolyl-Threonine	MAM03451
MAR10520	Arginyl-Seryl-Serine	MAM03452
MAR10521	Argtyrval	MAM03453
MAR10522	Arginyl-Valyl-Cysteine	MAM03454
MAR10523	Arginyl-Valyl-Tryptophan	MAM03455
MAR10524	Asparaginyl-Asparaginyl-Arginine	MAM03456
MAR10525	Asparaginyl-Cysteinyl-Cysteine	MAM03457
MAR10526	Asparaginyl-Methionyl-Proline	MAM03458
MAR10527	Asparaginyl-Phenylalanyl-Aspartate	MAM03459
MAR10528	Asparaginyl-Phenylalanyl-Cysteine	MAM03460
MAR10529	Asparaginyl-Tyrosyl-Glycine	MAM03461
MAR10530	Asparaginyl-Tyrosyl-Phenylalanine	MAM03462
MAR10531	Asparaginyl-Tyrosyl-Threonine	MAM03463
MAR10532	Asparaginyl-Alanyl-Arginine	MAM03464
MAR10533	Aspartyl-Asparaginyl-Glutamate	MAM03465
MAR10534	Aspartyl-Glutamate	MAM03466
MAR10535	Aspartyl-Glutamyl-Proline	MAM03467
MAR10536	Aspartyl-Glutamyl-Tryptophan	MAM03468
MAR10537	Aspartyl-Histidyl-Cysteine	MAM03469
MAR10538	Aspartyl-Histidyl-Proline	MAM03470
MAR10539	Aspartyl-Lysyl-Glutamate	MAM03471
MAR10540	Aspartyl-Lysyl-Histidine	MAM03472
MAR10541	Aspartyl-Methionyl-Aspartate	MAM03473
MAR10542	Aspartyl-Prolyl-Lysine	MAM03474
MAR10543	Aspartyl-Valyl-Asparagine	MAM03475
MAR10544	Cystyl-Asparaginyl-Methionine	MAM03527
MAR10545	Cystyl-Aspartyl-Phenylalanine	MAM03528
MAR10546	Cystyl-Cysteine	MAM03529
MAR10547	Cystyl-Glutaminyl-Methionine	MAM03530
MAR10548	Cystyl-Glutamyl-Histidine	MAM03531
MAR10549	Cystyl-Glutamyl-Tryptophan	MAM03532
MAR10550	Cystyl-Leucyl-Threonine	MAM03533
MAR10551	Cystyl-Seryl-Methionine	MAM03534
MAR10552	Cystyl-Tyrosyl-Asparagine	MAM03535
MAR10553	Glutaminyl-Asparaginyl-Glutamine	MAM03596
MAR10554	Glutaminyl-Histidyl-Histidine	MAM03597
MAR10555	Glutaminyl-Histidyl-Lysine	MAM03598
MAR10556	Glutaminyl-Lysyl-Lysine	MAM03599
MAR10557	Glutaminyl-Lysyl-Tryptophan	MAM03600
MAR10558	Glutaminyl-Prolyl-Glutamate	MAM03601
MAR10559	Glutaminyl-Tryptophanyl-Glutamate	MAM03602
MAR10560	Glutaminyl-Tyrosyl-Leucine	MAM03603
MAR10561	Glutaminyl-Arginyl-Leucine	MAM03606
MAR10562	Glutaminyl-Asparaginyl-Leucine	MAM03607
MAR10563	Glutamyl-Glutamate	MAM03608
MAR10564	Glutamyl-Isoleucyl-Lysine	MAM03609
MAR10565	Glutamyl-Leucine	MAM03610
MAR10566	Glutamyl-Methionine	MAM03611
MAR10567	Glutamyl-Methioninyl-Histidine	MAM03612
MAR10568	Glutamyl-Threonine	MAM03616
MAR10569	Glutamyl-Threonyl-Lysine	MAM03617
MAR10570	Glutamyl-Tryptophanyl-Alanine	MAM03618
MAR10571	Glycyl-Histidyl-Asparagine	MAM03624
MAR10572	Glycyl-Histidyl-Lysine	MAM03625
MAR10573	Glycyl-Lysyl-Cysteine	MAM03627
MAR10574	Glycyl-Lysyl-Phenylalanine	MAM03628
MAR10575	Glycyl-Tyrosyl-Lysine	MAM03632
MAR10576	Glycyl-Valyl-Histidine	MAM03633
MAR10577	Histidyl-Arginyl-Cysteine	MAM03662
MAR10578	Histidyl-Arginyl-Serine	MAM03663
MAR10579	Histidyl-Aspartate	MAM03664
MAR10580	Histidyl-Cystyl-Cysteine	MAM03665
MAR10581	Histidyl-Glutaminyl-Alanine	MAM03666
MAR10582	Histidyl-Glutamate	MAM03667
MAR10583	Histidyl-Glutamyl-Glutamine	MAM03668
MAR10584	Histidyl-Lysyl-Lysine	MAM03669
MAR10585	Histidyl-Histidyl-Lysine	MAM03670
MAR10586	Histidyl-Lysyl-Alanine	MAM03671
MAR10587	Histidyl-Lysyl-Glutamate	MAM03672
MAR10588	Histidyl-Lysyl-Isoleucine	MAM03673
MAR10589	Histidyl-Lysyl-Threonine	MAM03674
MAR10590	Histidyl-Lysyl-Valine	MAM03675
MAR10591	Histidyl-Methionine	MAM03676
MAR10592	Histidyl-Methionyl-Glutamine	MAM03677
MAR10593	Histidyl-Phenylalanyl-Arginine	MAM03678
MAR10594	Histidyl-Prolyl-Lysine	MAM03679
MAR10595	Histidyl-Tryptophanyl-Histidine	MAM03680
MAR10596	Isoleucyl-Arginyl-Isoleucine	MAM03693
MAR10597	Isoleucyl-Asparaginyl-Histidine	MAM03694
MAR10598	Isolecyl-Aspartate	MAM03695
MAR10599	Isolecyl-Glutaminyl-Glutamate	MAM03696
MAR10600	Isolecyl-Glycyl-Arginine	MAM03697
MAR10601	Isolecyl-Prolyl-Lysine	MAM03698
MAR10602	Isolecyl-Seryl-Arginine	MAM03699
MAR10603	Isolecyl-Tryptophanyl-Tyrosine	MAM03700
MAR10604	Leucyl-Alanyl-Arginine	MAM03711
MAR10605	Leucyl-Asparaginyl-Aspartate	MAM03712
MAR10606	Leucyl-Aspartyl-Lysine	MAM03713
MAR10607	Leucyl-Leucyl-Tryptophan	MAM03716
MAR10608	Leucyl-Proline	MAM03717
MAR10609	Leucyl-Prolyl-Arginine	MAM03718
MAR10610	Leucyl-Seryl-Tryptophan	MAM03719
MAR10611	Leucyl-Tryptophan	MAM03720
MAR10612	Leucyl-Tryptophanyl-Arginine	MAM03721
MAR10613	Leucyl-Tyrosyl-Tyrosine	MAM03722
MAR10614	Leucyl-Valine	MAM03723
MAR10615	Lysyl-Arginyl-Leucine	MAM03738
MAR10616	Lysyl-Cysteinyl-Histidine	MAM03739
MAR10617	Lysyl-Glutaminyl-Phenylalanine	MAM03740
MAR10618	Lysyl-Glutamyl-Glutamate	MAM03741
MAR10619	Lysyl-Lysyl-Lysine	MAM03742
MAR10620	Lysyl-Phenylalanyl-Isoleucine	MAM03743
MAR10621	Lysyl-Tryptophanyl-Arginine	MAM03744
MAR10622	Lysyl-Tyrosyl-Isoleucine	MAM03745
MAR10623	Lysyl-Valyl-Phenylalanine	MAM03746
MAR10624	Lysyl-Valyl-Tryptophan	MAM03747
MAR10625	Methionyl-Arginyl-Leucine	MAM03760
MAR10626	Methionyl-Asparaginyl-Tyrosine	MAM03761
MAR10627	Methionyl-Glutaminyl-Tyrosine	MAM03762
MAR10628	Methionyl-Glycyl-Arginine	MAM03763
MAR10629	Methionyl-Histidyl-Lysine	MAM03764
MAR10630	Methionyl-Methionyl-Isoleucine	MAM03767
MAR10631	Methionyl-Phenylalanyl-Arginine	MAM03768
MAR10632	Methionyl-Tryptophanyl-Phenylalanine	MAM03769
MAR10633	Phenylalanyl-Asparaginyl-Methionine	MAM03864
MAR10634	Phenylalanyl-Aspartate	MAM03865
MAR10635	Phenylalanyl-Glutaminyl-Phenylalanine	MAM03866
MAR10636	Phenylalanyl-Leucine	MAM03867
MAR10637	Phenylalanyl-Leucyl-Aspartate	MAM03868
MAR10638	Phenylalanyl-Leucyl-Histidine	MAM03869
MAR10639	Phenylalanyl-Lysyl-Alanine	MAM03870
MAR10640	Phenylalanyl-Lysyl-Proline	MAM03871
MAR10641	Phenylalanyl-Phenylalanine	MAM03872
MAR10642	Phenylalanyl-Phenylalaninyl-Asparagine	MAM03873
MAR10643	Phenylalanyl-Phenylalaninyl-Threonine	MAM03874
MAR10644	Phenylalanyl-Prolyl-Arginine	MAM03875
MAR10645	Phenylalanyl-Seryl-Tryptophan	MAM03876
MAR10646	Phenylalanyl-Threonyl-Lysine	MAM03877
MAR10647	Phenylalanyl-Tryptophanyl-Leucine	MAM03878
MAR10648	Phenylalanyl-Tyrosine	MAM03879
MAR10649	Phenylalanyl-Tyrosinyl-Glutamine	MAM03880
MAR10650	Phenylalanyl-Tyrosinyl-Lysine	MAM03881
MAR10651	Prolyl-Arginyl-Aspartate	MAM03888
MAR10652	Prolyl-Arginyl-Cysteine	MAM03889
MAR10653	Prolyl-Asparaginyl-Cysteine	MAM03890
MAR10654	Prolyl-Cysteine	MAM03891
MAR10655	Prolyl-Glutaminyl-Proline	MAM03894
MAR10656	Prolyl-Glutamatsyl-Lysine	MAM03895
MAR10657	Prolyl-Histidine	MAM03897
MAR10658	Prolyl-Histidyl-Tyrosine	MAM03898
MAR10659	Prolyl-Leucyl-Arginine	MAM03899
MAR10660	Prolyl-Lysyl-Proline	MAM03900
MAR10661	Prolyl-Phenylalanine	MAM03901
MAR10662	Prolyl-Prolyl-Arginine	MAM03902
MAR10663	Prolyl-Prolyl-Proline	MAM03903
MAR10664	Prolyl-Tryptophanyl-Lysine	MAM03904
MAR10665	Prolyl-Tryptophanyl-Threonine	MAM03905
MAR10666	Prolyl-Valyl-Glutamine	MAM03906
MAR10667	Seryl-Arginyl-Alanine	MAM03925
MAR10668	Seryl-Arginyl-Tryptophan	MAM03926
MAR10669	Seryl-Cysteinyl-Arginine	MAM03927
MAR10670	Seryl-Glycyl-Glutamate	MAM03928
MAR10671	Seryl-Lysyl-Histidine	MAM03929
MAR10672	Seryl-Phenylalanyl-Lysine	MAM03930
MAR10673	Seryl-Tryptophanyl-Histidine	MAM03931
MAR10674	Threonyl-Arginyl-Tyrosine	MAM03983
MAR10675	Threonyl-Asparaginyl-Tyrosine	MAM03984
MAR10676	Threonyl-Glutaminyl-Glutamate	MAM03986
MAR10677	Threonyl-Glutaminyl-Tyrosine	MAM03987
MAR10678	Threonyl-Histidinyl-Histidine	MAM03988
MAR10679	Threonyl-Isoleucyl-Arginine	MAM03989
MAR10680	Threonyl-Methionyl-Arginine	MAM03990
MAR10681	Threonyl-Phenylalanyl-Arginine	MAM03991
MAR10682	Threonyl-Seryl-Arginine	MAM03992
MAR10683	Threonyl-Threonyl-Arginine	MAM03993
MAR10684	Threonyl-Tyrosyl-Methionine	MAM03994
MAR10685	Tryptophanyl-Alanyl-Proline	MAM04008
MAR10686	Tryptophanyl-Arginyl-Alanine	MAM04009
MAR10687	Tryptophanyl-Aspartyl-Aspartate	MAM04010
MAR10688	Tryptophanyl-Glutaminyl-Glutamine	MAM04011
MAR10689	Tryptophanyl-Glutamyl-Glycine	MAM04012
MAR10690	Tryptophanyl-Glutamyl-Leucine	MAM04013
MAR10691	Tryptophanyl-Glutamyl-Proline	MAM04014
MAR10692	Tryptophanyl-Glutamyl-Tyrosine	MAM04015
MAR10693	Tryptophanyl-Glycyl-Leucine	MAM04017
MAR10694	Tryptophanyl-Glycyl-Phenylalanine	MAM04018
MAR10695	Tryptophanyl-Glycyl-Valine	MAM04019
MAR10696	Tryptophanyl-Histidyl-Methionine	MAM04020
MAR10697	Tryptophanyl-Isoleucyl-Lysine	MAM04021
MAR10698	Tryptophanyl-Isoleucyl-Tryptophan	MAM04022
MAR10699	Tryptophanyl-Leucyl-Valine	MAM04023
MAR10700	Tryptophanyl-Lysine	MAM04024
MAR10701	Tryptophanyl-Methionyl-Arginine	MAM04025
MAR10702	Tryptophanyl-Methionyl-Valine	MAM04026
MAR10703	Tryptophanyl-Phenylalanine	MAM04027
MAR10704	Tryptophanyl-Prolyl-Glycine	MAM04028
MAR10705	Tryptophanyl-Prolyl-Leucine	MAM04029
MAR10706	Tryptophanyl-Prolyl-Valine	MAM04030
MAR10707	Tryptophanyl-Seryl-Tyrosine	MAM04031
MAR10708	Tryptophanyl-Threonyl-Glutamate	MAM04032
MAR10709	Tryptophanyl-Threonyl-Isoleucine	MAM04033
MAR10710	Tryptophanyl-Threonyl-Tyrosine	MAM04034
MAR10711	Tryptophanyl-Tyrosyl-Glutamine	MAM04035
MAR10712	Tryptophanyl-Tyrosyl-Tyrosine	MAM04036
MAR10713	Tryptophanyl-Valyl-Aspartate	MAM04037
MAR10714	Tyrosyl-Alanine	MAM04043
MAR10715	Tyrosyl-Alaninyl-Phenylalanine	MAM04044
MAR10716	Tyrosyl-Arginyl-Glutamate	MAM04045
MAR10717	Tyrosyl-Arginyl-Serine	MAM04046
MAR10718	Tyrosyl-Aspartyl-Arginine	MAM04047
MAR10719	Tyrosyl-Cysteinyl-Glycine	MAM04048
MAR10720	Tyrosyl-Cysteinyl-Threonine	MAM04049
MAR10721	Tyrosyl-Glutamate	MAM04050
MAR10722	Tyrosyl-Leucyl-Arginine	MAM04051
MAR10723	Tyrosyl-Phenylalanyl-Tyrosine	MAM04052
MAR10724	Tyrosyl-Threonine	MAM04053
MAR10725	Tyrosyl-Tryptophanyl-Phenylalanine	MAM04054
MAR10726	Tyrosyl-Tyrosine	MAM04055
MAR10727	Tyrosyl-Valyl-Methionine	MAM04056
MAR10728	Valyl-Arginyl-Glycine	MAM04062
MAR10729	Valyl-Histidyl-Asparagine	MAM04063
MAR10730	Valyl-Leucyl-Phenylalanine	MAM04064
MAR10731	Valyl-Lysyl-Tyrosine	MAM04065
MAR10732	Valyl-Phenylalanyl-Arginine	MAM04066
MAR10733	Valyl-Prolyl-Tryptophan	MAM04067
MAR10734	Valyl-Seryl-Arginine	MAM04068
MAR10735	Valyl-Tryptophanyl-Phenylalanine	MAM04069
MAR10736	Valyl-Tryptophanyl-Valine	MAM04070
MAR10737	Valyl-Valine	MAM04071
MAR10738	Tryptophanyl-Glycyl-Aspartate	MAM04016
MAR11281	SM pool	MAM02908
MAR11293	Hexanoate (N-C6:0)	MAM03684
MAR11301	L-Homocystine	MAM03394
MAR11336	core 4	MAM01609
MAR11337	F1alpha	MAM01801
MAR11339	glcnac-alpha-1,4-core 1	MAM01954
MAR11344	de-Fuc form of PA6 (wo peptide linkage)	MAM01651
MAR11347	N-acetylgalactosamine	MAM02525
MAR11348	N-acetylneuraminate	MAM02543
MAR11349	creatine-phosphate	MAM01620
MAR11350	cis-aconitate	MAM01580
MAR11351	azelaic acid	MAM01372
MAR11353	O-methylhippurate	MAM02654
MAR11373	glycogenin G4G4	MAM01991
MAR11376	3alpha,7alpha-dihydroxy-5beta-cholestanate	MAM00758
MAR11379	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate	MAM00752
MAR11382	5beta-cholestane-3alpha,7alpha,26-triol	MAM01093
MAR11385	7alpha-hydroxycholest-4-en-3-one	MAM01182
MAR11387	7alpha,12alpha-dihydroxycholest-4-en-3-one	MAM01178
MAR11390	7-Ketolithocholate	MAM03313
MAR11391	2-oxobutyrate	MAM00671
MAR11393	D-gluconic acid	MAM01683
MAR11400	fumarate	MAM01862
MAR11401	Glycylleucine	MAM03626
MAR11402	Glycyl-Phenylalanine	MAM03629
MAR11403	Glycylproline	MAM03630
MAR11404	malate	MAM02439
MAR11405	PPi	MAM02759
MAR11419	indoleacetate	MAM02169
MAR11420	NH4+	MAM02579
MAR11422	galactitol	MAM01909
MAR11423	D-glucarate	MAM01681
MAR11424	glucuronate	MAM01973
MAR11425	maltohexaose	MAM02447
MAR11426	putrescine	MAM02812
MAR11427	spermidine	MAM02923
MAR11428	xanthine	MAM03148
MAR11431	4-hydroxybenzoate	MAM00995
MAR11432	3,4-dihydroxyphenylacetate	MAM00729
MAR11438	phenylpyruvate	MAM02725
MAR11439	tyramine	MAM03099
MAR11440	2-hydroxyphenylacetate	MAM00654
MAR11441	lanosterol	MAM02336
MAR11446	vanillylmandelate	MAM03136
MAR11448	glyoxalate	MAM02007
MAR11451	2-methylbutyrylglycine	MAM00664
MAR11454	3-methylcrotonoylglycine	MAM00825
MAR11457	isovalerylglycine	MAM02190
MAR11461	N-Acetyl-Tyrosine	MAM03407
MAR11466	Succinylacetone	MAM03957
MAR11474	Vanil-Lactate	MAM04072
MAR11475	N-Acetylvanilalanine	MAM03778
MAR11478	2-Hydroxy-3-Methyl-Valerate	MAM03176
MAR11481	2-Hydroxy-Isovalerate	MAM03186
MAR11485	2-Methyl-3-Hydroxy-Butyrate	MAM03189
MAR11491	2-Methyl-3-Hydroxy-Valerate	MAM03190
MAR11494	3-Hydroxy-3-Methyl-Glutarate	MAM03212
MAR11498	3-Methyl-Glutaconate	MAM03245
MAR11501	3-Methyl-Glutarate	MAM03246
MAR11505	Propionyl-Glycine	MAM03886
MAR11508	Mevalonate-Lactone	MAM03777
MAR11512	Tiglyl Glycine	MAM03997
MAR11519	3-Hydroxy-Glutarate	MAM03257
MAR11524	Glutaconate	MAM03615
MAR11528	3-Hydroxyisovaleric Acid	MAM03227
MAR11533	3-Hydroxy-Adipate	MAM03214
MAR11538	3-Hydroxy-Sebacic Acid	MAM03258
MAR11543	3-Hydoxy-Suberic Acid	MAM03260
MAR11547	5-Hydroxyhexanoic Acid	MAM03287
MAR11550	7-Hydroxy-Octanoate	MAM03314
MAR11554	Ethylmalonic Acid	MAM03575
MAR11557	Hexanoyl-Glycine	MAM03660
MAR11561	Methyl-Succinate	MAM03765
MAR11564	Suberyl-Glycine	MAM03955
MAR11568	4-Hydroxy-Butyrate	MAM03277
MAR11739	7Z,10Z-Hexadecadienoic Acid	MAM03981
